Transaction_ID,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Unit_Price,Quantity,Order_Date,Payment_Method,Shipping_Courier,Shipping_Time_Days,Review_Score,Review_Comment,Total_Amount
TXN00166,CUST0033,Bob,PROD4,Nike Air Max,Electronics,250000,1,2023-11-03,E-Wallet,SiCepat,2,5,Item not as described,250000
TXN00167,CUST0081,Frank,PROD43,Adidas Ultraboost,Footwear,1250000,4,2024-06-18,Cash,JNE,4,2,Fast delivery,5000000
TXN00168,CUST0041,Charlie,PROD10,Adidas Ultraboost,Electronics,250000,1,2023-10-16,Bank Transfer,J&T,4,5,Not satisfied,250000
TXN00169,CUST0090,Dina,PROD34,Uniqlo Dry-EX Shirt,Electronics,2000000,5,2023-06-20,Credit Card,AnterAja,1,4,Could be better,10000000
TXN00170,CUST0053,Alice,PROD3,Adidas Ultraboost,Apparel,250000,3,2023-06-08,Bank Transfer,AnterAja,2,1,Item not as described,750000
TXN00171,CUST0061,Bob,PROD16,ASUS TUF A15,Apparel,250000,5,2023-05-19,Bank Transfer,JNE,5,5,Excellent service,1250000
TXN00172,CUST0086,Frank,PROD4,Adidas Ultraboost,Footwear,250000,1,2024-01-22,Cash,JNE,4,5,Excellent service,250000
TXN00173,CUST0028,Charlie,PROD46,Adidas Ultraboost,Apparel,3500000,5,2024-02-24,E-Wallet,AnterAja,1,5,Could be better,17500000
TXN00174,CUST0078,Dina,PROD16,Nike Air Max,Footwear,500000,2,2024-04-17,Bank Transfer,SiCepat,1,2,Fast delivery,1000000
TXN00175,CUST0048,Charlie,PROD23,Lenovo LOQ,Accessories,250000,4,2023-02-03,Credit Card,J&T,1,2,Great quality!,1000000
TXN00176,CUST0055,Frank,PROD1,Xiaomi Backpack,Footwear,250000,3,2024-01-05,Bank Transfer,J&T,2,5,Fast delivery,750000
TXN00177,CUST0003,Charlie,PROD12,Xiaomi Backpack,Electronics,3500000,5,2023-04-20,Cash,J&T,5,5,Great quality!,17500000
TXN00178,CUST0064,Dina,PROD30,Lenovo LOQ,Footwear,2000000,2,2023-12-21,E-Wallet,AnterAja,4,1,Great quality!,4000000
TXN00179,CUST0061,Frank,PROD42,Xiaomi Backpack,Apparel,1250000,4,2023-05-20,Bank Transfer,JNE,2,2,Could be better,5000000
TXN00180,CUST0045,Dina,PROD31,ASUS TUF A15,Apparel,250000,1,2023-03-21,Credit Card,J&T,4,4,Fast delivery,250000
TXN00181,CUST0057,Alice,PROD17,Uniqlo Dry-EX Shirt,Electronics,2000000,3,2023-10-05,Bank Transfer,AnterAja,3,5,Item not as described,6000000
TXN00182,CUST0037,Frank,PROD41,Nike Air Max,Electronics,1250000,4,2023-07-26,Bank Transfer,JNE,3,1,Not satisfied,5000000
TXN00183,CUST0003,Eve,PROD34,Lenovo LOQ,Accessories,1250000,4,2024-05-07,Bank Transfer,AnterAja,4,4,Fast delivery,5000000
TXN00184,CUST0066,Dina,PROD26,Uniqlo Dry-EX Shirt,Apparel,1250000,1,2023-11-30,Credit Card,AnterAja,3,4,Great quality!,1250000
TXN00185,CUST0026,Alice,PROD10,Uniqlo Dry-EX Shirt,Accessories,2000000,4,2024-01-19,Credit Card,J&T,2,4,Fast delivery,8000000
TXN00186,CUST0043,Charlie,PROD35,Lenovo LOQ,Electronics,500000,3,2023-01-23,Cash,SiCepat,3,2,Item not as described,1500000
TXN00187,CUST0036,Frank,PROD47,Xiaomi Backpack,Footwear,1250000,2,2023-03-06,Credit Card,SiCepat,3,5,Not satisfied,2500000
TXN00188,CUST0072,Dina,PROD10,Adidas Ultraboost,Footwear,1250000,2,2023-06-07,Credit Card,JNE,3,4,Could be better,2500000
TXN00189,CUST0047,Dina,PROD2,Nike Air Max,Accessories,500000,5,2024-04-30,Cash,J&T,2,4,Fast delivery,2500000
TXN00190,CUST0089,Alice,PROD17,ASUS TUF A15,Footwear,3500000,2,2023-04-26,Bank Transfer,AnterAja,5,4,Fast delivery,7000000
TXN00191,CUST0030,Charlie,PROD50,Uniqlo Dry-EX Shirt,Footwear,500000,5,2023-11-18,E-Wallet,J&T,5,2,Not satisfied,2500000
TXN00192,CUST0006,Dina,PROD5,Adidas Ultraboost,Footwear,3500000,4,2023-03-06,Cash,AnterAja,2,4,Excellent service,14000000
TXN00193,CUST0037,Eve,PROD43,Adidas Ultraboost,Accessories,3500000,3,2023-10-06,Bank Transfer,AnterAja,2,5,Item not as described,10500000
TXN00194,CUST0010,Charlie,PROD23,Adidas Ultraboost,Electronics,500000,1,2023-02-08,Bank Transfer,J&T,4,5,Great quality!,500000
TXN00195,CUST0043,Eve,PROD27,Adidas Ultraboost,Footwear,500000,2,2024-02-01,Bank Transfer,SiCepat,5,5,Great quality!,1000000
TXN00196,CUST0009,Alice,PROD23,Lenovo LOQ,Apparel,250000,2,2024-02-03,E-Wallet,J&T,5,5,Could be better,500000
TXN00197,CUST0001,Dina,PROD20,ASUS TUF A15,Accessories,1250000,5,2023-08-26,Bank Transfer,AnterAja,5,5,Great quality!,6250000
TXN00198,CUST0001,Bob,PROD21,Uniqlo Dry-EX Shirt,Accessories,250000,5,2023-03-18,Cash,SiCepat,4,3,Could be better,1250000
TXN00199,CUST0031,Eve,PROD46,Lenovo LOQ,Accessories,1250000,3,2023-07-26,Credit Card,J&T,2,1,Fast delivery,3750000
TXN00200,CUST0058,Bob,PROD23,Uniqlo Dry-EX Shirt,Accessories,500000,3,2024-05-11,E-Wallet,J&T,4,5,Fast delivery,1500000
TXN00201,CUST0031,Eve,PROD26,ASUS TUF A15,Electronics,250000,4,2023-10-07,Credit Card,AnterAja,1,1,Great quality!,1000000
TXN00202,CUST0044,Dina,PROD9,Lenovo LOQ,Accessories,500000,4,2023-08-02,Credit Card,JNE,3,1,Fast delivery,2000000
TXN00203,CUST0006,Charlie,PROD49,Nike Air Max,Apparel,250000,3,2023-06-29,Cash,J&T,3,4,Fast delivery,750000
TXN00204,CUST0072,Charlie,PROD43,Xiaomi Backpack,Apparel,250000,4,2024-06-28,E-Wallet,JNE,1,2,Item not as described,1000000
TXN00205,CUST0052,Eve,PROD36,Lenovo LOQ,Electronics,1250000,3,2023-10-17,Bank Transfer,JNE,2,4,Fast delivery,3750000
TXN00206,CUST0023,Dina,PROD7,Uniqlo Dry-EX Shirt,Accessories,500000,3,2023-06-06,Cash,AnterAja,5,3,Great quality!,1500000
TXN00207,CUST0063,Frank,PROD49,ASUS TUF A15,Apparel,250000,3,2024-01-14,Bank Transfer,SiCepat,4,4,Item not as described,750000
TXN00208,CUST0008,Dina,PROD45,ASUS TUF A15,Accessories,2000000,2,2023-09-12,E-Wallet,JNE,2,5,Item not as described,4000000
TXN00209,CUST0056,Bob,PROD29,Adidas Ultraboost,Electronics,1250000,4,2023-02-04,Bank Transfer,JNE,2,3,Great quality!,5000000
TXN00210,CUST0033,Dina,PROD19,Xiaomi Backpack,Accessories,250000,4,2024-06-03,E-Wallet,JNE,1,1,Item not as described,1000000
TXN00211,CUST0051,Frank,PROD3,ASUS TUF A15,Electronics,1250000,3,2023-11-25,Credit Card,AnterAja,2,2,Excellent service,3750000
TXN00212,CUST0068,Bob,PROD50,ASUS TUF A15,Footwear,3500000,1,2023-08-28,Cash,SiCepat,1,3,Could be better,3500000
TXN00213,CUST0053,Bob,PROD11,Lenovo LOQ,Apparel,3500000,5,2024-02-24,E-Wallet,SiCepat,5,5,Excellent service,17500000
TXN00214,CUST0048,Alice,PROD30,Uniqlo Dry-EX Shirt,Accessories,500000,3,2024-04-30,Credit Card,AnterAja,3,2,Not satisfied,1500000
TXN00215,CUST0022,Eve,PROD20,Adidas Ultraboost,Footwear,1250000,1,2024-03-16,E-Wallet,SiCepat,1,4,Not satisfied,1250000
TXN00216,CUST0025,Frank,PROD23,Lenovo LOQ,Electronics,1250000,3,2023-03-28,E-Wallet,J&T,5,4,Excellent service,3750000
TXN00217,CUST0052,Alice,PROD17,Nike Air Max,Apparel,500000,4,2023-12-09,Cash,SiCepat,1,5,Fast delivery,2000000
TXN00218,CUST0017,Frank,PROD23,Nike Air Max,Electronics,3500000,4,2023-12-21,Bank Transfer,SiCepat,1,4,Could be better,14000000
TXN00219,CUST0098,Frank,PROD35,Xiaomi Backpack,Apparel,250000,4,2024-02-25,Bank Transfer,AnterAja,4,3,Fast delivery,1000000
TXN00220,CUST0043,Eve,PROD22,Nike Air Max,Accessories,250000,4,2024-06-11,Bank Transfer,AnterAja,5,2,Item not as described,1000000
TXN00221,CUST0037,Alice,PROD23,Adidas Ultraboost,Electronics,2000000,2,2023-11-02,E-Wallet,JNE,2,4,Item not as described,4000000
TXN00222,CUST0095,Charlie,PROD2,Uniqlo Dry-EX Shirt,Apparel,1250000,1,2023-06-22,Credit Card,SiCepat,4,5,Not satisfied,1250000
TXN00223,CUST0077,Frank,PROD2,Uniqlo Dry-EX Shirt,Apparel,500000,1,2023-08-29,Credit Card,JNE,1,1,Excellent service,500000
TXN00224,CUST0100,Bob,PROD22,Nike Air Max,Accessories,2000000,4,2024-06-13,Credit Card,SiCepat,4,3,Not satisfied,8000000
TXN00225,CUST0024,Alice,PROD24,Nike Air Max,Apparel,1250000,2,2023-11-12,E-Wallet,JNE,3,4,Fast delivery,2500000
TXN00226,CUST0059,Alice,PROD23,Adidas Ultraboost,Footwear,250000,2,2024-01-07,Cash,SiCepat,1,4,Not satisfied,500000
TXN00227,CUST0067,Alice,PROD32,Uniqlo Dry-EX Shirt,Apparel,3500000,5,2023-03-12,Cash,SiCepat,2,4,Could be better,17500000
TXN00228,CUST0028,Charlie,PROD39,Nike Air Max,Footwear,1250000,2,2023-06-15,Cash,AnterAja,3,3,Not satisfied,2500000
TXN00229,CUST0068,Alice,PROD46,Uniqlo Dry-EX Shirt,Accessories,500000,5,2023-11-30,Cash,J&T,1,2,Excellent service,2500000
TXN00230,CUST0017,Alice,PROD20,Lenovo LOQ,Apparel,2000000,4,2023-11-25,Credit Card,J&T,2,5,Fast delivery,8000000
TXN00231,CUST0002,Bob,PROD27,Lenovo LOQ,Apparel,3500000,1,2024-01-19,Cash,JNE,3,1,Could be better,3500000
TXN00232,CUST0033,Alice,PROD47,Nike Air Max,Apparel,1250000,5,2024-03-17,E-Wallet,J&T,5,4,Item not as described,6250000
TXN00233,CUST0017,Alice,PROD49,Lenovo LOQ,Footwear,250000,3,2023-05-31,Bank Transfer,AnterAja,5,1,Could be better,750000
TXN00234,CUST0013,Frank,PROD46,Xiaomi Backpack,Footwear,2000000,5,2023-10-18,Cash,AnterAja,3,2,Fast delivery,10000000
TXN00235,CUST0001,Eve,PROD20,ASUS TUF A15,Accessories,500000,5,2024-01-11,Credit Card,JNE,5,4,Could be better,2500000
TXN00236,CUST0033,Charlie,PROD22,Lenovo LOQ,Electronics,250000,5,2023-07-18,Cash,AnterAja,5,3,Excellent service,1250000
TXN00237,CUST0014,Dina,PROD14,Xiaomi Backpack,Apparel,500000,1,2024-06-20,Bank Transfer,J&T,5,4,Item not as described,500000
TXN00238,CUST0025,Dina,PROD3,Lenovo LOQ,Apparel,3500000,5,2023-10-20,Bank Transfer,JNE,1,5,Excellent service,17500000
TXN00239,CUST0059,Bob,PROD50,Uniqlo Dry-EX Shirt,Electronics,3500000,3,2024-05-30,Cash,AnterAja,2,2,Item not as described,10500000
TXN00240,CUST0032,Eve,PROD3,Nike Air Max,Accessories,2000000,4,2023-10-08,Cash,J&T,1,2,Great quality!,8000000
TXN00241,CUST0046,Frank,PROD35,ASUS TUF A15,Accessories,1250000,2,2023-12-07,Credit Card,J&T,1,1,Excellent service,2500000
TXN00242,CUST0057,Bob,PROD11,Lenovo LOQ,Footwear,3500000,5,2023-06-08,Credit Card,J&T,1,3,Excellent service,17500000
TXN00243,CUST0072,Frank,PROD20,Nike Air Max,Accessories,250000,4,2023-02-04,Cash,J&T,2,2,Excellent service,1000000
TXN00244,CUST0065,Alice,PROD8,ASUS TUF A15,Footwear,2000000,5,2023-04-13,E-Wallet,SiCepat,3,1,Excellent service,10000000
TXN00245,CUST0038,Alice,PROD45,Xiaomi Backpack,Electronics,250000,2,2024-02-12,Bank Transfer,J&T,2,4,Item not as described,500000
TXN00246,CUST0077,Eve,PROD12,Xiaomi Backpack,Apparel,500000,5,2024-06-26,Bank Transfer,AnterAja,3,5,Not satisfied,2500000
TXN00247,CUST0038,Frank,PROD45,Lenovo LOQ,Footwear,250000,4,2023-02-12,Cash,JNE,1,2,Could be better,1000000
TXN00248,CUST0039,Charlie,PROD22,Uniqlo Dry-EX Shirt,Accessories,1250000,4,2024-06-26,Cash,J&T,5,1,Great quality!,5000000
TXN00249,CUST0005,Dina,PROD39,ASUS TUF A15,Apparel,500000,5,2023-03-05,E-Wallet,SiCepat,3,4,Excellent service,2500000
TXN00250,CUST0060,Charlie,PROD37,Uniqlo Dry-EX Shirt,Apparel,500000,3,2023-06-05,Credit Card,J&T,5,1,Great quality!,1500000
TXN00251,CUST0064,Dina,PROD17,Uniqlo Dry-EX Shirt,Footwear,3500000,2,2024-04-30,E-Wallet,JNE,2,2,Great quality!,7000000
TXN00252,CUST0024,Charlie,PROD28,ASUS TUF A15,Accessories,2000000,5,2024-06-03,Cash,AnterAja,2,5,Excellent service,10000000
TXN00253,CUST0100,Alice,PROD5,Nike Air Max,Apparel,500000,4,2024-06-27,Credit Card,J&T,5,3,Could be better,2000000
TXN00254,CUST0098,Charlie,PROD11,Nike Air Max,Accessories,500000,4,2023-10-08,Cash,J&T,5,1,Not satisfied,2000000
TXN00255,CUST0057,Frank,PROD50,ASUS TUF A15,Electronics,3500000,3,2023-07-26,Cash,AnterAja,1,2,Item not as described,10500000
TXN00256,CUST0071,Bob,PROD23,Xiaomi Backpack,Accessories,250000,1,2024-01-28,E-Wallet,JNE,5,3,Not satisfied,250000
TXN00257,CUST0091,Frank,PROD50,Xiaomi Backpack,Electronics,250000,2,2023-04-06,Credit Card,AnterAja,2,1,Item not as described,500000
TXN00258,CUST0060,Bob,PROD32,Xiaomi Backpack,Electronics,1250000,1,2023-11-13,Credit Card,AnterAja,3,5,Not satisfied,1250000
TXN00259,CUST0072,Charlie,PROD47,Lenovo LOQ,Footwear,2000000,4,2024-03-31,Cash,JNE,3,2,Excellent service,8000000
TXN00260,CUST0084,Frank,PROD31,Uniqlo Dry-EX Shirt,Electronics,2000000,3,2024-03-16,Credit Card,AnterAja,5,2,Not satisfied,6000000
TXN00261,CUST0050,Frank,PROD13,Uniqlo Dry-EX Shirt,Footwear,2000000,4,2023-08-19,Credit Card,JNE,2,2,Great quality!,8000000
TXN00262,CUST0098,Charlie,PROD36,Lenovo LOQ,Electronics,500000,5,2024-02-05,Credit Card,AnterAja,3,3,Excellent service,2500000
TXN00263,CUST0055,Alice,PROD23,Lenovo LOQ,Apparel,1250000,5,2023-09-05,Bank Transfer,AnterAja,3,3,Could be better,6250000
TXN00264,CUST0078,Dina,PROD17,Nike Air Max,Apparel,500000,4,2023-05-02,Bank Transfer,JNE,5,4,Fast delivery,2000000
TXN00265,CUST0039,Bob,PROD2,Lenovo LOQ,Apparel,2000000,5,2023-11-15,Credit Card,AnterAja,1,3,Not satisfied,10000000
TXN00266,CUST0010,Eve,PROD10,Xiaomi Backpack,Footwear,500000,1,2024-03-01,E-Wallet,SiCepat,4,5,Great quality!,500000
TXN00267,CUST0034,Dina,PROD30,Xiaomi Backpack,Accessories,3500000,4,2023-08-13,E-Wallet,JNE,5,1,Item not as described,14000000
TXN00268,CUST0047,Bob,PROD1,Xiaomi Backpack,Electronics,250000,5,2023-07-21,Bank Transfer,SiCepat,3,1,Not satisfied,1250000
TXN00269,CUST0026,Eve,PROD18,ASUS TUF A15,Footwear,1250000,1,2023-09-18,Credit Card,AnterAja,4,5,Fast delivery,1250000
TXN00270,CUST0087,Eve,PROD22,Adidas Ultraboost,Footwear,2000000,2,2024-06-21,Cash,SiCepat,2,3,Could be better,4000000
TXN00271,CUST0028,Eve,PROD20,Lenovo LOQ,Electronics,2000000,5,2023-09-04,Credit Card,AnterAja,4,2,Not satisfied,10000000
TXN00272,CUST0079,Eve,PROD7,Lenovo LOQ,Apparel,1250000,3,2023-05-08,Bank Transfer,JNE,1,1,Great quality!,3750000
TXN00273,CUST0087,Eve,PROD12,Adidas Ultraboost,Electronics,1250000,3,2023-07-23,E-Wallet,J&T,5,3,Great quality!,3750000
TXN00274,CUST0023,Bob,PROD10,Adidas Ultraboost,Apparel,2000000,3,2024-04-01,Bank Transfer,SiCepat,5,2,Excellent service,6000000
TXN00275,CUST0057,Frank,PROD21,Adidas Ultraboost,Electronics,2000000,2,2023-12-01,E-Wallet,JNE,5,3,Not satisfied,4000000
TXN00276,CUST0088,Eve,PROD12,Adidas Ultraboost,Accessories,1250000,5,2024-04-22,Credit Card,AnterAja,1,3,Excellent service,6250000
TXN00277,CUST0036,Bob,PROD22,Xiaomi Backpack,Footwear,250000,4,2023-05-03,Cash,SiCepat,3,5,Not satisfied,1000000
TXN00278,CUST0074,Alice,PROD44,ASUS TUF A15,Apparel,1250000,5,2023-09-11,Credit Card,JNE,3,2,Great quality!,6250000
TXN00279,CUST0046,Alice,PROD8,Nike Air Max,Accessories,1250000,3,2023-04-02,Bank Transfer,AnterAja,4,4,Item not as described,3750000
TXN00280,CUST0035,Eve,PROD24,Adidas Ultraboost,Footwear,500000,2,2024-05-11,Credit Card,JNE,5,2,Item not as described,1000000
TXN00281,CUST0087,Bob,PROD34,Nike Air Max,Footwear,1250000,3,2023-10-15,Cash,JNE,5,5,Could be better,3750000
TXN00282,CUST0099,Charlie,PROD50,Lenovo LOQ,Accessories,500000,4,2023-01-15,Credit Card,JNE,4,2,Great quality!,2000000
TXN00283,CUST0016,Charlie,PROD8,ASUS TUF A15,Electronics,1250000,3,2023-07-23,Bank Transfer,J&T,1,2,Fast delivery,3750000
TXN00284,CUST0093,Bob,PROD49,Nike Air Max,Accessories,500000,5,2023-04-14,E-Wallet,AnterAja,5,4,Great quality!,2500000
TXN00285,CUST0028,Dina,PROD40,Adidas Ultraboost,Electronics,2000000,1,2023-02-18,E-Wallet,J&T,5,3,Could be better,2000000
TXN00286,CUST0052,Bob,PROD4,Nike Air Max,Electronics,250000,5,2024-01-01,E-Wallet,J&T,4,2,Great quality!,1250000
TXN00287,CUST0060,Dina,PROD38,Uniqlo Dry-EX Shirt,Accessories,500000,1,2024-01-12,Cash,SiCepat,5,2,Item not as described,500000
TXN00288,CUST0087,Dina,PROD45,Uniqlo Dry-EX Shirt,Electronics,3500000,3,2024-01-06,Bank Transfer,J&T,5,5,Fast delivery,10500000
TXN00289,CUST0026,Charlie,PROD48,Xiaomi Backpack,Footwear,1250000,5,2023-09-02,Bank Transfer,JNE,2,2,Fast delivery,6250000
TXN00290,CUST0060,Eve,PROD22,Lenovo LOQ,Apparel,500000,2,2024-05-16,Bank Transfer,SiCepat,2,1,Item not as described,1000000
TXN00291,CUST0036,Bob,PROD13,Adidas Ultraboost,Apparel,3500000,5,2024-04-02,Credit Card,SiCepat,5,4,Not satisfied,17500000
TXN00292,CUST0025,Dina,PROD15,Xiaomi Backpack,Accessories,1250000,4,2023-09-15,E-Wallet,J&T,3,1,Fast delivery,5000000
TXN00293,CUST0096,Eve,PROD26,Adidas Ultraboost,Apparel,500000,4,2024-05-10,Bank Transfer,J&T,1,1,Not satisfied,2000000
TXN00294,CUST0087,Bob,PROD34,ASUS TUF A15,Accessories,250000,5,2023-07-11,Credit Card,JNE,1,1,Great quality!,1250000
TXN00295,CUST0074,Charlie,PROD16,Lenovo LOQ,Electronics,500000,3,2024-05-30,Credit Card,JNE,2,5,Not satisfied,1500000
TXN00296,CUST0095,Eve,PROD48,Xiaomi Backpack,Accessories,1250000,4,2023-01-22,Bank Transfer,SiCepat,4,2,Excellent service,5000000
TXN00297,CUST0017,Bob,PROD45,Uniqlo Dry-EX Shirt,Accessories,1250000,3,2023-12-25,Bank Transfer,JNE,5,2,Not satisfied,3750000
TXN00298,CUST0039,Alice,PROD19,Lenovo LOQ,Footwear,500000,2,2023-01-22,Bank Transfer,SiCepat,1,3,Excellent service,1000000
TXN00299,CUST0079,Charlie,PROD20,Nike Air Max,Footwear,2000000,2,2023-02-26,Credit Card,JNE,3,5,Could be better,4000000
TXN00300,CUST0067,Charlie,PROD30,ASUS TUF A15,Electronics,1250000,2,2023-11-16,Bank Transfer,JNE,2,5,Item not as described,2500000
TXN00301,CUST0036,Dina,PROD33,Adidas Ultraboost,Apparel,2000000,5,2023-09-09,Cash,JNE,4,3,Could be better,10000000
TXN00302,CUST0023,Alice,PROD17,Nike Air Max,Footwear,250000,1,2024-06-07,Cash,SiCepat,5,4,Not satisfied,250000
TXN00303,CUST0079,Frank,PROD19,Xiaomi Backpack,Accessories,250000,3,2024-03-22,Bank Transfer,SiCepat,1,3,Not satisfied,750000
TXN00304,CUST0028,Charlie,PROD12,Adidas Ultraboost,Apparel,2000000,3,2023-02-17,Bank Transfer,JNE,2,5,Great quality!,6000000
TXN00305,CUST0017,Charlie,PROD32,Adidas Ultraboost,Footwear,3500000,1,2023-02-12,Credit Card,AnterAja,5,3,Fast delivery,3500000
TXN00306,CUST0021,Frank,PROD1,Xiaomi Backpack,Electronics,250000,3,2023-08-11,Cash,JNE,3,3,Fast delivery,750000
TXN00307,CUST0010,Bob,PROD21,Uniqlo Dry-EX Shirt,Apparel,1250000,5,2024-05-25,Cash,J&T,4,2,Could be better,6250000
TXN00308,CUST0010,Charlie,PROD2,Uniqlo Dry-EX Shirt,Apparel,500000,2,2023-10-20,Bank Transfer,SiCepat,3,2,Item not as described,1000000
TXN00309,CUST0034,Frank,PROD17,Lenovo LOQ,Electronics,500000,3,2024-02-14,E-Wallet,JNE,2,1,Could be better,1500000
TXN00310,CUST0075,Alice,PROD14,Adidas Ultraboost,Apparel,3500000,4,2023-03-03,Bank Transfer,AnterAja,5,3,Could be better,14000000
TXN00311,CUST0081,Charlie,PROD38,Xiaomi Backpack,Footwear,500000,4,2024-02-11,Bank Transfer,JNE,3,5,Fast delivery,2000000
TXN00312,CUST0065,Eve,PROD46,Lenovo LOQ,Footwear,2000000,3,2023-01-14,E-Wallet,J&T,3,3,Could be better,6000000
TXN00313,CUST0050,Bob,PROD36,ASUS TUF A15,Accessories,2000000,1,2024-01-23,E-Wallet,SiCepat,5,1,Could be better,2000000
TXN00314,CUST0092,Frank,PROD19,Nike Air Max,Accessories,3500000,2,2023-02-01,Credit Card,SiCepat,4,4,Great quality!,7000000
TXN00315,CUST0080,Charlie,PROD3,Xiaomi Backpack,Footwear,3500000,5,2024-04-12,Cash,AnterAja,5,1,Excellent service,17500000
TXN00316,CUST0084,Bob,PROD30,Adidas Ultraboost,Electronics,1250000,1,2023-02-24,Bank Transfer,JNE,4,5,Fast delivery,1250000
TXN00317,CUST0100,Dina,PROD34,Nike Air Max,Footwear,500000,4,2023-04-12,Credit Card,JNE,3,3,Could be better,2000000
TXN00318,CUST0032,Bob,PROD10,Adidas Ultraboost,Electronics,1250000,5,2023-08-19,E-Wallet,AnterAja,5,2,Excellent service,6250000
TXN00319,CUST0065,Charlie,PROD10,Xiaomi Backpack,Electronics,2000000,2,2024-04-30,Cash,AnterAja,1,2,Excellent service,4000000
TXN00320,CUST0016,Dina,PROD23,Nike Air Max,Accessories,1250000,1,2023-12-23,Cash,J&T,3,1,Could be better,1250000
TXN00321,CUST0013,Eve,PROD9,Uniqlo Dry-EX Shirt,Electronics,1250000,3,2024-05-24,E-Wallet,AnterAja,3,4,Item not as described,3750000
TXN00322,CUST0028,Bob,PROD18,ASUS TUF A15,Accessories,3500000,5,2024-05-30,Cash,J&T,3,5,Fast delivery,17500000
TXN00323,CUST0053,Frank,PROD11,Uniqlo Dry-EX Shirt,Footwear,2000000,2,2023-10-04,Cash,J&T,1,5,Could be better,4000000
TXN00324,CUST0004,Bob,PROD1,Adidas Ultraboost,Accessories,2000000,1,2024-02-19,Cash,SiCepat,1,2,Great quality!,2000000
TXN00325,CUST0098,Bob,PROD37,Adidas Ultraboost,Electronics,3500000,1,2024-01-13,Cash,JNE,3,4,Not satisfied,3500000
TXN00326,CUST0067,Eve,PROD44,ASUS TUF A15,Footwear,1250000,1,2023-02-19,Cash,J&T,2,2,Not satisfied,1250000
TXN00327,CUST0092,Alice,PROD26,Xiaomi Backpack,Electronics,3500000,3,2023-12-21,E-Wallet,SiCepat,1,1,Item not as described,10500000
TXN00328,CUST0004,Charlie,PROD21,ASUS TUF A15,Electronics,500000,4,2023-07-02,Cash,SiCepat,3,4,Great quality!,2000000
TXN00329,CUST0037,Bob,PROD34,Xiaomi Backpack,Accessories,2000000,1,2024-04-09,Cash,AnterAja,3,1,Could be better,2000000
TXN00330,CUST0087,Charlie,PROD9,Uniqlo Dry-EX Shirt,Accessories,2000000,3,2023-03-18,Credit Card,AnterAja,2,5,Fast delivery,6000000
TXN00331,CUST0037,Bob,PROD2,ASUS TUF A15,Electronics,1250000,3,2024-02-07,E-Wallet,JNE,5,5,Fast delivery,3750000
TXN00332,CUST0052,Alice,PROD47,Uniqlo Dry-EX Shirt,Footwear,2000000,3,2023-07-21,Cash,AnterAja,3,5,Fast delivery,6000000
