Transaction_ID,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Unit_Price,Quantity,Order_Date,Payment_Method,Shipping_Courier,Shipping_Time_Days,Review_Score,Review_Comment,Total_Amount
TXN00333,CUST0038,Alice,PROD42,ASUS TUF A15,Apparel,500000,5,2023-08-14,Credit Card,AnterAja,3,2,Item not as described,2500000
TXN00334,CUST0046,Dina,PROD8,Xiaomi Backpack,Apparel,250000,4,2024-04-23,Credit Card,JNE,3,2,Not satisfied,1000000
TXN00335,CUST0082,Frank,PROD41,Nike Air Max,Apparel,250000,1,2023-03-25,Bank Transfer,JNE,5,5,Item not as described,250000
TXN00336,CUST0019,Alice,PROD9,Adidas Ultraboost,Electronics,250000,1,2023-10-30,Cash,J&T,2,4,Item not as described,250000
TXN00337,CUST0018,Frank,PROD27,Uniqlo Dry-EX Shirt,Electronics,500000,2,2024-03-19,E-Wallet,AnterAja,5,3,Fast delivery,1000000
TXN00338,CUST0087,Alice,PROD39,Lenovo LOQ,Electronics,500000,5,2024-02-06,Bank Transfer,JNE,2,5,Great quality!,2500000
TXN00339,CUST0068,Dina,PROD12,Adidas Ultraboost,Footwear,3500000,2,2023-02-20,Credit Card,AnterAja,5,2,Could be better,7000000
TXN00340,CUST0070,Eve,PROD7,Nike Air Max,Footwear,3500000,4,2023-12-28,Bank Transfer,AnterAja,4,2,Great quality!,14000000
TXN00341,CUST0014,Charlie,PROD14,Lenovo LOQ,Apparel,250000,2,2024-04-01,Bank Transfer,AnterAja,4,2,Great quality!,500000
TXN00342,CUST0038,Charlie,PROD33,Xiaomi Backpack,Electronics,500000,2,2023-09-20,Bank Transfer,SiCepat,3,2,Item not as described,1000000
TXN00343,CUST0070,Charlie,PROD16,Xiaomi Backpack,Accessories,3500000,3,2023-02-16,Bank Transfer,AnterAja,3,3,Great quality!,10500000
TXN00344,CUST0073,Frank,PROD41,Xiaomi Backpack,Footwear,500000,1,2023-05-01,Credit Card,AnterAja,2,2,Excellent service,500000
TXN00345,CUST0008,Charlie,PROD14,ASUS TUF A15,Accessories,2000000,1,2023-06-30,E-Wallet,AnterAja,4,2,Not satisfied,2000000
TXN00346,CUST0019,Frank,PROD17,Nike Air Max,Apparel,1250000,5,2024-02-23,Bank Transfer,SiCepat,1,4,Item not as described,6250000
TXN00347,CUST0027,Eve,PROD30,Lenovo LOQ,Accessories,3500000,4,2023-08-25,E-Wallet,JNE,2,3,Item not as described,14000000
TXN00348,CUST0031,Dina,PROD41,Lenovo LOQ,Electronics,3500000,1,2024-03-27,E-Wallet,AnterAja,2,3,Excellent service,3500000
TXN00349,CUST0055,Charlie,PROD33,Nike Air Max,Accessories,1250000,3,2024-05-01,E-Wallet,JNE,4,2,Fast delivery,3750000
TXN00350,CUST0034,Alice,PROD33,ASUS TUF A15,Accessories,2000000,3,2023-06-26,Credit Card,JNE,2,2,Item not as described,6000000
TXN00351,CUST0015,Eve,PROD4,Adidas Ultraboost,Apparel,3500000,4,2023-03-02,Bank Transfer,AnterAja,3,2,Item not as described,14000000
TXN00352,CUST0028,Bob,PROD4,Lenovo LOQ,Footwear,3500000,4,2023-11-28,Credit Card,JNE,4,5,Item not as described,14000000
TXN00353,CUST0070,Charlie,PROD11,ASUS TUF A15,Accessories,1250000,4,2023-03-09,Cash,SiCepat,5,1,Could be better,5000000
TXN00354,CUST0001,Frank,PROD28,Uniqlo Dry-EX Shirt,Apparel,3500000,3,2023-09-14,Bank Transfer,SiCepat,4,2,Fast delivery,10500000
TXN00355,CUST0092,Alice,PROD5,Nike Air Max,Electronics,3500000,2,2024-03-05,E-Wallet,SiCepat,4,2,Great quality!,7000000
TXN00356,CUST0058,Dina,PROD25,Lenovo LOQ,Apparel,1250000,4,2023-08-09,Bank Transfer,SiCepat,5,5,Great quality!,5000000
TXN00357,CUST0023,Frank,PROD13,Adidas Ultraboost,Footwear,2000000,5,2023-11-24,Cash,J&T,5,5,Not satisfied,10000000
TXN00358,CUST0085,Bob,PROD29,ASUS TUF A15,Accessories,3500000,3,2023-12-07,Credit Card,JNE,1,4,Fast delivery,10500000
TXN00359,CUST0005,Dina,PROD6,Uniqlo Dry-EX Shirt,Accessories,1250000,4,2023-01-22,Credit Card,J&T,1,3,Great quality!,5000000
TXN00360,CUST0039,Bob,PROD11,Adidas Ultraboost,Footwear,3500000,5,2023-02-20,Cash,AnterAja,1,3,Great quality!,17500000
TXN00361,CUST0030,Frank,PROD8,Nike Air Max,Footwear,3500000,2,2023-03-14,E-Wallet,JNE,5,5,Not satisfied,7000000
TXN00362,CUST0062,Frank,PROD6,ASUS TUF A15,Accessories,250000,1,2024-01-29,Cash,JNE,5,3,Not satisfied,250000
TXN00363,CUST0050,Bob,PROD33,Xiaomi Backpack,Accessories,500000,5,2023-01-28,Cash,J&T,3,1,Fast delivery,2500000
TXN00364,CUST0018,Alice,PROD43,Adidas Ultraboost,Electronics,500000,1,2024-05-10,E-Wallet,JNE,3,5,Item not as described,500000
TXN00365,CUST0014,Bob,PROD42,Adidas Ultraboost,Footwear,2000000,5,2024-04-18,Cash,AnterAja,1,1,Great quality!,10000000
TXN00366,CUST0022,Dina,PROD13,Uniqlo Dry-EX Shirt,Footwear,3500000,1,2023-11-23,E-Wallet,JNE,1,3,Excellent service,3500000
TXN00367,CUST0042,Frank,PROD26,Adidas Ultraboost,Electronics,1250000,3,2024-05-29,Bank Transfer,SiCepat,2,5,Could be better,3750000
TXN00368,CUST0049,Charlie,PROD14,Xiaomi Backpack,Footwear,250000,5,2024-05-20,Cash,JNE,4,4,Excellent service,1250000
TXN00369,CUST0010,Dina,PROD36,Uniqlo Dry-EX Shirt,Electronics,500000,2,2023-02-23,E-Wallet,AnterAja,2,4,Item not as described,1000000
TXN00370,CUST0044,Charlie,PROD13,Uniqlo Dry-EX Shirt,Apparel,2000000,3,2023-06-14,Bank Transfer,J&T,2,4,Could be better,6000000
TXN00371,CUST0041,Bob,PROD30,Uniqlo Dry-EX Shirt,Accessories,250000,1,2023-06-14,Credit Card,JNE,4,2,Great quality!,250000
TXN00372,CUST0088,Frank,PROD12,Adidas Ultraboost,Footwear,2000000,1,2023-12-12,E-Wallet,SiCepat,1,3,Could be better,2000000
TXN00373,CUST0017,Alice,PROD3,Lenovo LOQ,Electronics,2000000,3,2023-09-30,E-Wallet,AnterAja,4,2,Great quality!,6000000
TXN00374,CUST0005,Eve,PROD19,Nike Air Max,Apparel,3500000,3,2024-02-04,E-Wallet,JNE,1,1,Not satisfied,10500000
TXN00375,CUST0006,Frank,PROD16,Nike Air Max,Footwear,3500000,4,2023-08-05,Credit Card,AnterAja,2,5,Fast delivery,14000000
TXN00376,CUST0059,Frank,PROD37,ASUS TUF A15,Footwear,500000,4,2024-04-07,E-Wallet,J&T,3,1,Great quality!,2000000
TXN00377,CUST0015,Frank,PROD31,Xiaomi Backpack,Accessories,2000000,4,2024-02-11,E-Wallet,AnterAja,3,2,Could be better,8000000
TXN00378,CUST0015,Dina,PROD1,Nike Air Max,Footwear,250000,5,2024-03-19,Cash,J&T,2,4,Not satisfied,1250000
TXN00379,CUST0006,Alice,PROD22,ASUS TUF A15,Electronics,1250000,3,2023-07-29,Bank Transfer,SiCepat,5,4,Excellent service,3750000
TXN00380,CUST0095,Dina,PROD38,Lenovo LOQ,Electronics,3500000,4,2023-07-19,Credit Card,J&T,3,4,Excellent service,14000000
TXN00381,CUST0011,Alice,PROD6,Adidas Ultraboost,Accessories,1250000,1,2023-04-08,Bank Transfer,SiCepat,2,3,Item not as described,1250000
TXN00382,CUST0022,Charlie,PROD8,ASUS TUF A15,Accessories,2000000,1,2023-07-09,Credit Card,J&T,5,1,Great quality!,2000000
TXN00383,CUST0063,Bob,PROD35,Nike Air Max,Footwear,2000000,5,2023-08-22,E-Wallet,SiCepat,5,2,Could be better,10000000
TXN00384,CUST0087,Frank,PROD47,Lenovo LOQ,Electronics,1250000,1,2023-08-21,E-Wallet,SiCepat,4,1,Great quality!,1250000
TXN00385,CUST0058,Charlie,PROD26,Xiaomi Backpack,Footwear,250000,5,2024-06-11,Bank Transfer,JNE,4,5,Excellent service,1250000
TXN00386,CUST0048,Dina,PROD5,Adidas Ultraboost,Footwear,1250000,3,2024-06-28,Cash,SiCepat,5,5,Great quality!,3750000
TXN00387,CUST0054,Eve,PROD40,ASUS TUF A15,Apparel,3500000,2,2023-09-12,E-Wallet,SiCepat,1,5,Great quality!,7000000
TXN00388,CUST0006,Charlie,PROD6,Nike Air Max,Footwear,3500000,4,2023-08-12,Bank Transfer,JNE,5,1,Great quality!,14000000
TXN00389,CUST0052,Charlie,PROD18,Adidas Ultraboost,Electronics,2000000,3,2024-03-19,E-Wallet,AnterAja,5,1,Excellent service,6000000
TXN00390,CUST0031,Frank,PROD38,Lenovo LOQ,Footwear,250000,2,2023-09-01,Bank Transfer,JNE,2,1,Great quality!,500000
TXN00391,CUST0015,Charlie,PROD49,Lenovo LOQ,Electronics,250000,4,2023-05-03,Cash,SiCepat,1,5,Could be better,1000000
TXN00392,CUST0083,Dina,PROD33,Xiaomi Backpack,Footwear,250000,5,2023-12-24,E-Wallet,J&T,2,5,Excellent service,1250000
TXN00393,CUST0001,Dina,PROD11,Adidas Ultraboost,Apparel,500000,3,2023-10-05,Bank Transfer,SiCepat,4,2,Great quality!,1500000
TXN00394,CUST0005,Dina,PROD32,Xiaomi Backpack,Apparel,1250000,4,2023-04-15,Bank Transfer,JNE,5,4,Item not as described,5000000
TXN00395,CUST0007,Bob,PROD4,Uniqlo Dry-EX Shirt,Accessories,250000,1,2024-05-29,Cash,JNE,1,2,Could be better,250000
TXN00396,CUST0074,Alice,PROD48,Lenovo LOQ,Apparel,250000,2,2024-04-14,Cash,SiCepat,1,2,Item not as described,500000
TXN00397,CUST0070,Alice,PROD50,ASUS TUF A15,Accessories,500000,3,2023-01-02,Credit Card,J&T,3,5,Not satisfied,1500000
TXN00398,CUST0034,Bob,PROD26,Lenovo LOQ,Electronics,500000,5,2024-05-17,Credit Card,AnterAja,2,3,Excellent service,2500000
TXN00399,CUST0033,Dina,PROD28,Lenovo LOQ,Apparel,3500000,4,2024-01-28,E-Wallet,JNE,1,2,Item not as described,14000000
TXN00400,CUST0079,Bob,PROD21,Adidas Ultraboost,Accessories,500000,3,2024-03-06,Credit Card,JNE,3,5,Great quality!,1500000
TXN00401,CUST0063,Charlie,PROD23,Lenovo LOQ,Footwear,500000,4,2023-07-19,Bank Transfer,JNE,5,3,Excellent service,2000000
TXN00402,CUST0087,Eve,PROD25,Nike Air Max,Accessories,2000000,5,2023-11-15,Bank Transfer,J&T,4,5,Item not as described,10000000
TXN00403,CUST0027,Bob,PROD32,ASUS TUF A15,Electronics,1250000,2,2023-10-20,Cash,AnterAja,1,1,Excellent service,2500000
TXN00404,CUST0079,Dina,PROD2,ASUS TUF A15,Electronics,250000,3,2024-03-20,Credit Card,J&T,5,2,Fast delivery,750000
TXN00405,CUST0089,Charlie,PROD25,Xiaomi Backpack,Apparel,250000,4,2023-05-20,E-Wallet,JNE,1,4,Could be better,1000000
TXN00406,CUST0063,Frank,PROD20,Nike Air Max,Accessories,500000,1,2023-05-10,E-Wallet,AnterAja,2,3,Great quality!,500000
TXN00407,CUST0026,Eve,PROD27,Uniqlo Dry-EX Shirt,Electronics,1250000,3,2023-09-06,E-Wallet,SiCepat,5,2,Could be better,3750000
TXN00408,CUST0004,Alice,PROD5,Nike Air Max,Footwear,2000000,5,2023-12-26,Cash,J&T,2,4,Could be better,10000000
TXN00409,CUST0012,Alice,PROD40,Uniqlo Dry-EX Shirt,Footwear,250000,2,2023-11-23,Cash,JNE,2,1,Fast delivery,500000
TXN00410,CUST0001,Frank,PROD37,Lenovo LOQ,Electronics,250000,1,2024-04-08,Bank Transfer,JNE,3,5,Could be better,250000
TXN00411,CUST0015,Dina,PROD32,Lenovo LOQ,Footwear,250000,1,2023-08-08,E-Wallet,J&T,2,2,Excellent service,250000
TXN00412,CUST0042,Frank,PROD26,Adidas Ultraboost,Electronics,1250000,1,2023-06-24,E-Wallet,AnterAja,5,5,Item not as described,1250000
TXN00413,CUST0052,Charlie,PROD26,ASUS TUF A15,Apparel,2000000,2,2023-05-12,Bank Transfer,AnterAja,4,5,Could be better,4000000
TXN00414,CUST0075,Frank,PROD14,Nike Air Max,Footwear,2000000,5,2023-11-30,E-Wallet,JNE,4,1,Fast delivery,10000000
TXN00415,CUST0056,Frank,PROD15,ASUS TUF A15,Apparel,1250000,3,2023-02-14,Credit Card,AnterAja,5,5,Great quality!,3750000
TXN00416,CUST0077,Charlie,PROD23,ASUS TUF A15,Apparel,250000,5,2023-04-30,Credit Card,SiCepat,4,5,Excellent service,1250000
TXN00417,CUST0040,Eve,PROD48,Nike Air Max,Accessories,250000,1,2023-12-28,Credit Card,AnterAja,1,3,Item not as described,250000
TXN00418,CUST0024,Alice,PROD47,Uniqlo Dry-EX Shirt,Footwear,1250000,2,2023-02-25,E-Wallet,JNE,3,2,Not satisfied,2500000
TXN00419,CUST0059,Dina,PROD48,Adidas Ultraboost,Apparel,1250000,2,2023-06-13,Bank Transfer,SiCepat,4,4,Could be better,2500000
TXN00420,CUST0008,Eve,PROD40,ASUS TUF A15,Footwear,250000,3,2023-06-10,Credit Card,J&T,1,1,Excellent service,750000
TXN00421,CUST0058,Frank,PROD16,Adidas Ultraboost,Apparel,250000,4,2023-02-04,Cash,J&T,5,1,Item not as described,1000000
TXN00422,CUST0041,Bob,PROD47,Adidas Ultraboost,Electronics,3500000,1,2023-11-24,Bank Transfer,SiCepat,4,2,Fast delivery,3500000
TXN00423,CUST0079,Dina,PROD3,ASUS TUF A15,Apparel,500000,3,2023-04-22,E-Wallet,SiCepat,5,1,Item not as described,1500000
TXN00424,CUST0085,Charlie,PROD2,Uniqlo Dry-EX Shirt,Accessories,1250000,5,2024-02-27,Bank Transfer,JNE,4,5,Great quality!,6250000
TXN00425,CUST0058,Eve,PROD15,Xiaomi Backpack,Apparel,500000,2,2023-04-27,E-Wallet,JNE,4,2,Fast delivery,1000000
TXN00426,CUST0084,Frank,PROD38,Xiaomi Backpack,Footwear,500000,1,2023-01-18,Cash,J&T,3,1,Fast delivery,500000
TXN00427,CUST0054,Dina,PROD34,Lenovo LOQ,Electronics,250000,2,2023-12-29,Bank Transfer,JNE,1,2,Fast delivery,500000
TXN00428,CUST0040,Alice,PROD35,Xiaomi Backpack,Accessories,500000,3,2023-07-26,Bank Transfer,SiCepat,1,4,Fast delivery,1500000
TXN00429,CUST0057,Dina,PROD28,Uniqlo Dry-EX Shirt,Electronics,1250000,3,2023-10-10,Cash,J&T,4,5,Excellent service,3750000
TXN00430,CUST0037,Bob,PROD43,Adidas Ultraboost,Electronics,1250000,5,2023-10-18,Credit Card,J&T,1,1,Great quality!,6250000
TXN00431,CUST0086,Frank,PROD35,Uniqlo Dry-EX Shirt,Electronics,1250000,4,2023-11-06,E-Wallet,J&T,2,2,Item not as described,5000000
TXN00432,CUST0047,Charlie,PROD3,Lenovo LOQ,Electronics,3500000,2,2023-10-04,Cash,JNE,1,3,Item not as described,7000000
TXN00433,CUST0087,Charlie,PROD3,Nike Air Max,Electronics,250000,4,2023-11-09,Cash,AnterAja,4,1,Item not as described,1000000
TXN00434,CUST0075,Alice,PROD30,ASUS TUF A15,Accessories,1250000,1,2024-05-21,E-Wallet,JNE,3,4,Item not as described,1250000
TXN00435,CUST0053,Frank,PROD1,Adidas Ultraboost,Electronics,250000,4,2023-04-04,E-Wallet,J&T,1,5,Could be better,1000000
TXN00436,CUST0058,Eve,PROD33,Uniqlo Dry-EX Shirt,Apparel,1250000,2,2023-06-07,Bank Transfer,JNE,3,4,Could be better,2500000
TXN00437,CUST0012,Alice,PROD2,ASUS TUF A15,Accessories,500000,2,2023-06-13,Bank Transfer,AnterAja,3,1,Item not as described,1000000
TXN00438,CUST0044,Dina,PROD20,Xiaomi Backpack,Electronics,3500000,1,2023-05-09,Credit Card,JNE,3,4,Could be better,3500000
TXN00439,CUST0052,Bob,PROD40,ASUS TUF A15,Electronics,1250000,3,2024-03-15,Bank Transfer,JNE,1,1,Excellent service,3750000
TXN00440,CUST0019,Alice,PROD50,Adidas Ultraboost,Accessories,250000,2,2024-05-08,E-Wallet,SiCepat,2,2,Item not as described,500000
TXN00441,CUST0004,Bob,PROD9,Uniqlo Dry-EX Shirt,Apparel,500000,1,2024-04-07,Credit Card,AnterAja,2,5,Could be better,500000
TXN00442,CUST0003,Charlie,PROD29,Adidas Ultraboost,Accessories,250000,1,2023-02-25,E-Wallet,J&T,2,4,Not satisfied,250000
TXN00443,CUST0064,Bob,PROD49,Uniqlo Dry-EX Shirt,Electronics,1250000,4,2023-05-24,Credit Card,J&T,2,1,Could be better,5000000
TXN00444,CUST0065,Frank,PROD30,Nike Air Max,Accessories,500000,3,2024-05-15,Credit Card,J&T,2,4,Could be better,1500000
TXN00445,CUST0033,Charlie,PROD11,ASUS TUF A15,Accessories,3500000,3,2024-02-28,E-Wallet,J&T,3,1,Excellent service,10500000
TXN00446,CUST0061,Dina,PROD43,Lenovo LOQ,Apparel,250000,2,2023-12-19,E-Wallet,AnterAja,4,1,Great quality!,500000
TXN00447,CUST0025,Charlie,PROD31,Lenovo LOQ,Footwear,1250000,4,2024-03-07,Credit Card,SiCepat,2,3,Could be better,5000000
TXN00448,CUST0081,Frank,PROD12,Lenovo LOQ,Apparel,2000000,5,2024-01-16,Bank Transfer,J&T,5,2,Fast delivery,10000000
TXN00449,CUST0074,Dina,PROD13,Adidas Ultraboost,Electronics,500000,4,2024-03-14,Bank Transfer,AnterAja,2,3,Could be better,2000000
TXN00450,CUST0021,Charlie,PROD48,ASUS TUF A15,Apparel,3500000,3,2023-03-30,Cash,SiCepat,4,5,Great quality!,10500000
TXN00451,CUST0075,Bob,PROD38,Xiaomi Backpack,Accessories,1250000,3,2024-01-14,Bank Transfer,J&T,4,2,Item not as described,3750000
TXN00452,CUST0030,Bob,PROD15,Xiaomi Backpack,Accessories,500000,3,2023-04-17,Cash,J&T,4,1,Great quality!,1500000
TXN00453,CUST0063,Alice,PROD10,Adidas Ultraboost,Footwear,1250000,3,2023-02-14,Cash,AnterAja,3,5,Fast delivery,3750000
TXN00454,CUST0041,Bob,PROD11,Nike Air Max,Footwear,2000000,4,2024-03-25,Cash,SiCepat,5,1,Great quality!,8000000
TXN00455,CUST0084,Alice,PROD40,Lenovo LOQ,Apparel,2000000,1,2023-04-12,Cash,SiCepat,5,4,Item not as described,2000000
TXN00456,CUST0086,Frank,PROD37,Nike Air Max,Accessories,500000,2,2023-09-03,Cash,SiCepat,2,4,Excellent service,1000000
TXN00457,CUST0002,Charlie,PROD18,Xiaomi Backpack,Footwear,3500000,4,2023-02-28,Cash,SiCepat,2,3,Excellent service,14000000
TXN00458,CUST0084,Eve,PROD13,Nike Air Max,Electronics,3500000,2,2023-01-28,Bank Transfer,J&T,4,2,Could be better,7000000
TXN00459,CUST0089,Frank,PROD19,Adidas Ultraboost,Apparel,500000,1,2023-01-27,E-Wallet,AnterAja,2,3,Item not as described,500000
TXN00460,CUST0040,Eve,PROD3,Adidas Ultraboost,Footwear,500000,2,2024-04-06,E-Wallet,AnterAja,5,4,Great quality!,1000000
TXN00461,CUST0029,Charlie,PROD34,Uniqlo Dry-EX Shirt,Electronics,2000000,1,2023-06-26,Credit Card,JNE,1,1,Great quality!,2000000
TXN00462,CUST0082,Bob,PROD40,Xiaomi Backpack,Footwear,250000,5,2024-06-08,Cash,J&T,2,4,Not satisfied,1250000
TXN00463,CUST0030,Frank,PROD24,Lenovo LOQ,Footwear,3500000,2,2023-12-18,Cash,SiCepat,4,3,Not satisfied,7000000
TXN00464,CUST0061,Eve,PROD22,Uniqlo Dry-EX Shirt,Footwear,1250000,1,2023-03-28,Cash,JNE,2,1,Could be better,1250000
TXN00465,CUST0061,Eve,PROD30,Xiaomi Backpack,Accessories,2000000,1,2023-11-10,Cash,J&T,3,3,Item not as described,2000000
TXN00466,CUST0085,Bob,PROD24,Xiaomi Backpack,Footwear,250000,5,2023-05-12,Cash,J&T,4,2,Great quality!,1250000
TXN00467,CUST0077,Eve,PROD40,Nike Air Max,Electronics,2000000,4,2023-04-29,Bank Transfer,AnterAja,4,5,Could be better,8000000
TXN00468,CUST0094,Bob,PROD28,Adidas Ultraboost,Accessories,1250000,2,2023-06-02,E-Wallet,J&T,1,4,Fast delivery,2500000
TXN00469,CUST0003,Frank,PROD38,ASUS TUF A15,Electronics,500000,5,2023-06-14,Cash,JNE,3,2,Fast delivery,2500000
TXN00470,CUST0006,Frank,PROD20,Adidas Ultraboost,Apparel,250000,4,2023-03-04,Cash,SiCepat,4,4,Great quality!,1000000
TXN00471,CUST0029,Charlie,PROD30,Lenovo LOQ,Accessories,250000,2,2024-01-28,Bank Transfer,J&T,4,2,Item not as described,500000
TXN00472,CUST0032,Eve,PROD22,Nike Air Max,Accessories,1250000,1,2024-02-18,Bank Transfer,SiCepat,5,5,Excellent service,1250000
TXN00473,CUST0068,Eve,PROD22,Lenovo LOQ,Footwear,500000,1,2024-04-09,Credit Card,JNE,2,5,Fast delivery,500000
TXN00474,CUST0032,Alice,PROD42,Xiaomi Backpack,Electronics,3500000,4,2024-02-28,E-Wallet,JNE,3,2,Could be better,14000000
TXN00475,CUST0100,Charlie,PROD9,Nike Air Max,Electronics,250000,5,2023-09-26,Bank Transfer,JNE,5,3,Fast delivery,1250000
TXN00476,CUST0039,Alice,PROD15,Xiaomi Backpack,Apparel,3500000,4,2024-04-13,E-Wallet,SiCepat,3,4,Great quality!,14000000
TXN00477,CUST0080,Alice,PROD39,Uniqlo Dry-EX Shirt,Electronics,3500000,1,2023-08-09,Credit Card,JNE,5,3,Not satisfied,3500000
TXN00478,CUST0071,Charlie,PROD45,ASUS TUF A15,Electronics,250000,4,2024-02-06,Credit Card,JNE,4,4,Item not as described,1000000
TXN00479,CUST0053,Frank,PROD5,Adidas Ultraboost,Electronics,2000000,4,2023-09-16,Credit Card,JNE,1,2,Fast delivery,8000000
TXN00480,CUST0042,Alice,PROD24,Nike Air Max,Apparel,500000,4,2023-04-17,Cash,SiCepat,5,5,Not satisfied,2000000
TXN00481,CUST0028,Eve,PROD7,Uniqlo Dry-EX Shirt,Footwear,1250000,5,2023-11-21,Credit Card,JNE,4,4,Great quality!,6250000
TXN00482,CUST0033,Alice,PROD41,Lenovo LOQ,Accessories,500000,2,2024-06-05,Cash,AnterAja,4,1,Item not as described,1000000
TXN00483,CUST0077,Eve,PROD2,Nike Air Max,Footwear,1250000,3,2024-05-01,E-Wallet,SiCepat,1,4,Not satisfied,3750000
TXN00484,CUST0097,Frank,PROD48,Adidas Ultraboost,Apparel,500000,5,2024-04-22,E-Wallet,SiCepat,4,1,Could be better,2500000
TXN00485,CUST0020,Alice,PROD9,Lenovo LOQ,Accessories,250000,2,2023-10-10,Cash,AnterAja,1,5,Item not as described,500000
TXN00486,CUST0011,Charlie,PROD16,Adidas Ultraboost,Electronics,1250000,3,2023-06-10,Bank Transfer,AnterAja,2,2,Excellent service,3750000
TXN00487,CUST0099,Alice,PROD38,Adidas Ultraboost,Footwear,250000,1,2024-03-02,Cash,JNE,4,1,Could be better,250000
TXN00488,CUST0041,Eve,PROD38,Uniqlo Dry-EX Shirt,Apparel,250000,3,2023-11-03,E-Wallet,AnterAja,2,4,Could be better,750000
TXN00489,CUST0095,Eve,PROD44,Uniqlo Dry-EX Shirt,Apparel,1250000,4,2023-07-20,E-Wallet,J&T,5,3,Fast delivery,5000000
TXN00490,CUST0031,Bob,PROD22,ASUS TUF A15,Apparel,2000000,4,2023-10-06,E-Wallet,JNE,4,3,Could be better,8000000
TXN00491,CUST0072,Frank,PROD28,Xiaomi Backpack,Footwear,500000,5,2023-07-06,E-Wallet,SiCepat,2,4,Not satisfied,2500000
TXN00492,CUST0078,Dina,PROD32,Xiaomi Backpack,Accessories,3500000,3,2023-07-20,Bank Transfer,AnterAja,1,3,Could be better,10500000
TXN00493,CUST0069,Alice,PROD41,Adidas Ultraboost,Apparel,2000000,2,2023-08-18,E-Wallet,JNE,3,3,Fast delivery,4000000
TXN00494,CUST0089,Eve,PROD44,Lenovo LOQ,Apparel,3500000,5,2023-08-06,Credit Card,AnterAja,4,2,Excellent service,17500000
TXN00495,CUST0029,Charlie,PROD33,Adidas Ultraboost,Accessories,1250000,5,2024-02-27,E-Wallet,J&T,3,1,Great quality!,6250000
TXN00496,CUST0089,Frank,PROD1,Nike Air Max,Footwear,1250000,2,2023-02-13,Credit Card,SiCepat,5,5,Could be better,2500000
TXN00497,CUST0040,Eve,PROD37,ASUS TUF A15,Electronics,500000,1,2023-02-01,Bank Transfer,JNE,5,5,Item not as described,500000
TXN00498,CUST0062,Dina,PROD42,Adidas Ultraboost,Apparel,3500000,3,2023-04-08,E-Wallet,AnterAja,4,4,Fast delivery,10500000
TXN00499,CUST0047,Alice,PROD27,ASUS TUF A15,Apparel,3500000,1,2023-11-01,Credit Card,JNE,1,5,Great quality!,3500000
TXN00500,CUST0051,Frank,PROD41,Adidas Ultraboost,Accessories,500000,1,2023-11-06,Bank Transfer,SiCepat,3,5,Excellent service,500000
